Unnamed: 0.1,Unnamed: 0,Dizi İsimleri,Yapım Yılı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Başrollerin Sezon Ortalaması,Yönetmen Sezon Ortalaması,Senarist Sezon Ortalaması,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Ödüllü Dizi,Sonuç
337,337,4N1K İlk Aşk,2018,Murat Onbul,Ferhat Ergün,FOX,"['Aşk','Gençlik','Komedi']",0,0,1,0,0,0,1,Fabrika Yapım,"Gözde Mutluer,Eslem Akar,Burak Yörük,SinaÖzer,Cihan Şimşek",120,Emir Ersoy,1.15,1.0,1.0,0,0,0,0,Başarısız
338,338,8. Gün,2018,Çağrı Vila Lostuvalı,Savaş Korkmaz,atv,"['Aksiyon','Dram']",0,1,0,1,0,0,0,Ay Yapım,"Burcu Biricik,Musa Uzunlar,Buğra Gülsoy,Ceyda Düvenci,Yiğit Kirazcı,Hakan Kurtaş,Gökçe Yanardağ,Sermet Yeşil",120,Unknown,1.2964285714285717,1.8333333333333333,1.0,1,0,0,0,Başarısız
339,339,Adı: Zehra,2018,Taner Akvardar,Murat Emir Eren,FOX,['Dram'],0,1,0,0,0,0,0,Unknown,"Alican Yücesoy,Zeynep Çamcı,Hatice Aslan,İnan Konukçu,Seda Gücen",120,Unknown,1.3833333333333333,2.125,1.0,0,0,0,0,Başarısız
340,340,Ağlama Anne,2018,Feride Kaytan,Serdar Oğuz,atv,['Dram'],0,1,0,0,0,0,0,Süreç Film,"Birce Akalay,Cansel Elçin,Özlem Yılmaz",120,Jingle Tv,1.349084249084249,1.2222222222222223,1.0,0,0,0,0,Başarısız
341,341,Avlu,2018,Yüksel Aksu,Ahmet Yurdakul,Star TV,"['Dram','Suç']",0,1,0,1,0,0,0,Limon Film,"Demet Evgar,Ceren Moray,Nursel Köse,Eslem Akar",120,Unknown,1.836309523809524,1.5,3.555555555555556,0,0,0,0,Kısmen Başarılı
342,342,Babamın Günahları,2018,Ahmet Saatcioğlu,Unknown,Star TV,['Aksiyon'],0,0,0,1,0,0,0,Unknown,"Melisa Sözen,Kadir Doğulu,Mustafa Uğurlu",80,Unknown,1.2883597883597884,1.0,1.3658536585365857,0,0,0,0,Başarısız
343,343,Bartu Ben,2018,Tolga Karaçelik,Bartu Küçükçağlayan,BluTV,['Komedi'],0,0,1,0,0,0,0,BKM,Bartu Küçükçağlayan,40,Unknown,1.0,1.0,1.0,0,0,0,0,Başarısız
344,344,Beni Bırakma,2018,Gürsel Ateş,Nebahat Küçükazay,atv,"['Dram','Romantik']",0,1,0,0,0,0,1,Focus Film,"Gökberk Yıldırım,Eda Nur Gülbudak,Cenay Turksever,Hazal Eylül Çelik",60,Volkan Akmehmet,4.0,2.833333333333333,3.0,0,0,0,0,Başarılı
345,345,Bir Deli Rüzgar,2018,Altan Dönmez,Volkan Gürses,FOX,['Dram'],0,1,0,0,0,0,0,TMC Film,"Pınar Deniz,Berk Cankat,Hatice Aslan,Almila Ada",130,Murat Başaran,1.576388888888889,1.3333333333333333,1.0,1,1,0,0,Başarısız
346,346,Bir Litre Gözyaşı,2018,Serhan Şahin,Gül Meriç Özen,Kanal D,"['Dram','Romantik']",0,1,0,0,0,0,1,Medyapım,"Sanem Çelik,Miray Daner,Ogeday Girişken,Tolga Tekin,Mert Yazıcıoğlu",140,Jingle TV,1.5466666666666666,1.0,1.0,0,1,0,0,Başarısız
347,347,Bir Mucize Olsun,2018,Hamdi Alkan,Can Sinan,FOX,"['Dram','Aşk']",0,1,0,0,0,0,1,Pastel Film,"Furkan Palalı,Su Kutlu",120,Unknown,1.5166666666666666,2.0,1.375,0,0,0,0,Başarısız
348,348,Bir Umut Yeter,2018,Yusuf Pirhasan,Umut Açıkalın,Kanal D,['Drama'],0,1,0,0,0,0,1,MF Yapım,"Tolgahan Sayışman,Esra Bilgiç,Hazal Subaşı",120,Jingle TV,1.898809523809524,1.2857142857142858,1.0,1,0,0,0,Başarısız
349,349,Bir Zamanlar Çukurova,2018,Murat Saraçoğlu,Yıldız Tunç,atv,"['Dram','Romantik','Aksiyon','Tarihî']",0,1,0,1,0,1,1,Tims&B Productions,"Hilal Altınbilek,Vahide Perçin,Uğur Güneş,Murat Ünalmış,İbrahim Çelikkol,Kerem Alışık,Melike İpek Yalova,Furkan Palalı,Esra Dermancıoğlu,İlayda Çevik,Nazan Kesal,Hande Soral,Hülya Darcan,Serpil Tamur",150,Aytekin Ataş,2.230215419501134,2.6666666666666665,2.0,0,0,0,0,Başarılı
350,350,Bozkır,2018,Bahadır İnce,Levent Cantek,BluTV,"['Polisiye','Dram','Suç']",0,1,0,1,1,0,0,ARC Film,"Yiğit Özşener,Ekin Koç,Yiğit Özşener,Furkan Andıç",58,Unknown,1.3521978021978025,1.5714285714285714,1.5,0,0,0,0,Kısmen Başarılı
351,351,Börü,2018,Can Emre,Alper Çağlar,Star TV,"['Polisiye','Dram','Aksiyon','Savaş']",0,1,0,1,1,0,0,CaglarArtsInsignia,"Serkan Çayoğlu,Mesut Akusta,Ahu Türkpençe,Murat Arkın,Emir Benderlioğlu,Melis Hacic,Fırat Doğruloğlu,Ahmet Pınar,Can Nergis,Armağan Oğuz,Bedii Akın,Ozan Ağaç,Gürol Tonbul",60,Unknown,1.241025641025641,1.0,1.0,0,0,0,0,Başarısız
352,352,Can Kırıkları,2018,Serkan Birinci,Gül Gürsoy,atv,"['Aksiyon','Dram']",0,1,0,1,0,0,0,Unknown,"Hande Doğandemir,Funda Eryiğit,Seçkin Özdemir,Alican Yücesoy,Özgür Çevik",120,Alp Yenier,1.3777056277056277,2.0,1.0,0,0,0,0,Başarısız
353,353,Çarpışma,2018,Uluç Bayraktar,Ali Aydın,Show TV,"['Aksiyon','Dram','Polisiye']",0,1,0,1,1,0,0,Ay Yapım,"Kıvanç Tatlıtuğ,Elçin Sangu,Onur Saylak,Melisa Aslı Pamuk,Alperen Duymaz",140,Toygar Işıklı,1.3404761904761906,1.6666666666666667,1.0,1,1,0,0,Başarısız
354,354,Darısı Başımıza,2018,Barış Yöş,Deniz Dargı,Show TV,"['Dram','Aile','Komedi']",1,1,1,0,0,0,0,Gold Film,"Ozan Dolunay,Elif Doğan",120,Unknown,1.0,1.1,1.4,0,0,0,0,Başarısız
355,355,Dip,2018,Uygar Kutlu,Başar Başaran,puhutv,"['Aksiyon','Macera','Polisiye']",0,0,0,1,1,0,0,TMC Film,"İlker Kaleli,Neslihan Atagül,Bülent Emin Yarar,BerrakTüzünataç,Lale Mansur,Defne Kayalar,Olgun Toker,Gün Koper,Gözde Türkpençe,Can Gox",60,Unknown,1.356666666666667,1.0,1.1666666666666667,0,1,0,0,Başarısız
356,356,Dudullu Postası,2018,Erkan Tunç,Funda Alp,BluTV,['Komedi'],0,0,1,0,0,0,0,Limon Film,"Güven Kıraç,Hazar Ergüçlü,Taner Ölmez,Erkan Can,Bülent Şakrak",34,Unknown,1.543888888888889,1.0,1.0,0,1,0,0,Başarısız
357,357,Ege'nin Hamsisi,2018,Mustafa Şevki Doğan,Yıldırım Bayazıt,TRT 1,"['Komedi','Aile']",1,0,1,0,0,0,0,Köprü Film,"İclal Aydın,Uğur Çavuşoğlu,Uraz Kaygılaroğlu,Bestemsu Özdemir",140,Mayki Murat Başaran,1.5378787878787878,1.2666666666666666,1.0,0,0,0,0,Başarısız
358,358,Elimi Bırakma,2018,Sadullah Celen,Nilüfer Özçelik,TRT 1,"['Dram','Aşk']",0,1,0,0,0,0,1,ÜS Yapım,"Alina Boz,Alp Navruz,Dolunay Soysert,Seray Gözler,Nihat Altınkaya,Ebru Aykaç",150,Unknown,1.5527777777777778,1.3846153846153846,2.0,0,0,0,0,Kısmen Başarılı
359,359,Erkenci Kuş,2018,Çağrı Bayrak,Aslı Zengin,Star TV,['Romantik komedi'],0,0,1,0,0,0,1,Gold Film,"Can Yaman,Demet Özdemir",120,Cem Öget,1.2142857142857144,1.3333333333333333,1.4,0,0,0,0,Başarısız
360,360,Gülizar,2018,Çağan Irmak,Mahinur Ergun,Kanal D,['Dram'],0,1,0,0,0,0,0,O3 Medya,"Farah Zeynep Abdullah,Berk Cankat,Ebru Cündübeyoğlu,Şerif Sezer",120,Unknown,1.4166666666666667,1.2857142857142858,1.625,0,0,0,0,Başarısız
361,361,Gülperi,2018,Metin Balekoğlu,Sema Ergenekon,Show TV,['Dram'],0,1,0,0,0,0,0,Tims&B Productions,"Nurgül Yeşilçay,Timuçin Esen,Tarık Pabuçcuoğlu,Ece Sükan,Burak Dakak,Aleyna Özgeçen,Emir Özyakışır,Onur Bilge",120,Atakan Ilgazdağ,1.109375,1.0833333333333333,2.0,0,1,0,0,Başarısız
362,362,Hakan: Muhafız,2018,Umut Aral,Aşkım Özbek,Netflix,"['Fantastik','Aksiyon','Bilimkurgu','Dram']",0,1,0,1,0,0,0,O3 Medya,"Çağatay Ulusoy,Ayça Ayşin Turan,Hazar Ergüçlü,Okan Yalabık,Burçin Terzioğlu,Yurdaer Okur,Engin Öztürk,Taner Ölmez,Funda Eryiğit",45,Unknown,1.7117724867724868,2.5,4.0,0,1,0,0,Başarılı
363,363,Hıçkırık,2018,Fırat Gürsoy,Nil Fırat,Kanal D,"['Dram','Aşk']",0,1,0,0,0,0,1,Birsel Yapım,"Sezgi Sena Akay,Barış Arda Hacıoğlu",60,Osman İşmen,1.0,1.0,1.0,0,0,0,0,Başarısız
364,364,İkizler Memo-Can,2018,Erol Özlevi,Özlem Atasoy,Kanal D,"['Komedi','Aile']",1,0,1,0,0,0,0,Erler Film,"Nehir Erdoğan,Özgürcan Çevik,Emir Berke Zincidi,Burak Hakkı,Tuğba Çınar,Atilla Saral",120,Murat Evgin,1.3200757575757576,1.0,1.0,0,0,0,0,Başarısız
365,365,İnsanlık Suçu,2018,Reyhan Peker,Can Sinan,Kanal D,['Dram'],0,1,0,0,0,0,0,Pastel Film,"Kaan Yıldırım,Gizem Karaca,Melike İpek Yalova,Laçin Ceylan,Deniz Uğur,Serkay Tütüncü,Ahmet Mümtaz Taylan",140,Sound,1.4007936507936507,1.0,1.375,0,0,0,0,Başarısız
366,366,Jet Sosyete,2018,Hakan Algül,Gülse Birsel,Star TV,"['Sit-com','Aile']",1,0,1,0,0,0,0,BKM,"Gülse Birsel,Derya Karadaş,Cengiz Bozkurt,Sarp Apak,Ayşenil Şamlıoğlu,Çağlar Çorumlu,Aslı Bekiroğlu",70,Unknown,2.341269841269841,1.5,4.333333333333333,0,1,0,0,Başarılı
367,367,Kalbimin Sultanı,2018,Unknown,Unknown,Star TV,['Tarihî'],0,0,0,0,0,1,0,Maya Productions,"Ali Ersan Duru,Alexandra Nikiforova,Tansel Öngel,Emel Çölgeçen",80,Unknown,1.0416666666666667,1.0,1.3658536585365857,0,0,0,0,Başarısız
368,368,Keşke Hiç Büyümeseydik,2018,Unknown,Unknown,Show TV,['unknown'],1,0,1,0,0,0,0,Unknown,"Ege Aydan,Burcu Kara,Deniz Celiloğlu",120,Unknown,1.4841269841269842,1.0,1.3658536585365857,0,0,0,0,Başarısız
369,369,Kızım,2018,Gökçen Usta,Banu Kiremitçi,TV8,"['Dram','Aile']",1,1,0,0,0,0,0,Medyapım,"Buğra Gülsoy,Leyla Lydia Tuğutlu,Beren Gökyıldız",120,Unknown,1.0666666666666669,1.0,1.0,0,0,0,0,Başarısız
