Unnamed: 0.1,Unnamed: 0,Dizi İsimleri,Yapım Yılı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Başrollerin Sezon Ortalaması,Yönetmen Sezon Ortalaması,Senarist Sezon Ortalaması,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Ödüllü Dizi,Sonuç
1036,1036,Ayrılsak da Beraberiz,1999,Sibel Kocataş,Murat Aras,TRT 1,"['Sitkom','Aile']",1,0,0,0,0,0,0,Mint Prodüksiyon,"Hakan Yılmaz,Janset,Necmi Yapıcı,Belma Canciğer,Simge Selçuk,Tulu Çizgen,Selahattin Taşdöğen",45,Unknown,3.4285714285714284,3.6666666666666665,4.4,0,0,0,0,Kısmen Olgun
1037,1037,Ayşecik,1999,Ayhan Önal,Çetin Büyükakın,Show TV,['Drama'],0,1,0,0,0,0,1,Show TV,"Ecem Kanun,Meltem Ören,İhsan Bilsev,Uğur Kıvılcım",80,Unknown,2.4166666666666665,2.0,2.333333333333333,0,0,0,0,Kısmen Başarılı
1038,1038,Baba Evi,1999,Yusuf Kurçenli,Neşe Cehiz,atv,['Dram'],0,1,0,0,0,0,0,Muhteşem Film,"Halil Ergün,Deniz Gökçer,Sevinç Erbulak,Ayşegül Ünsal,Altan Karındaş,İsmet Ay,İhsan Devrim",83,Cengiz Onural,3.571428571428572,4.0,4.0,0,1,1,1,Başarılı
1039,1039,Bizimkiler,1999,Yalçın Yelence,Umur Bugay,TRT 1,['Aile'],1,0,0,0,0,0,0,TRT,"Erdal Özyağcılar,Ayşe Kökçü,Atılay Uluışık,Ercan Yazgan,Mehmet Akan,Savaş Dinçel,Oktay Sözbir",55,Unknown,8.964285714285714,15.0,15.0,0,0,1,1,Olgun
1040,1040,Bizim Aile,1999,Kartal Tibet,Civan Canova,Kanal D,"['Komedi','Aile']",1,0,1,0,0,0,0,Mine Film,"Toprak Sergen,Kaya Akkaya,Kerim Afşar,Mine Çayıroğlu,Şahnaz Çakıralp",45,Unknown,1.3,1.0,1.0,0,0,0,0,Başarısız
1041,1041,Bizim Ev,1999,İsmail Güneş,Ömer Lütfi Mete,TGRT,"['Aile','Duygusal','Macera']",1,0,0,1,0,0,1,Mavi Film,Cüneyt Arkın,50,Cahit Berkay,2.0,3.0,3.0,0,0,0,0,Başarılı
1042,1042,Bizim Mahalle,1999,Ülkü Erakalın,Çetin Büyükakın,TRT 1,"['Aile','Komedi','Macera']",1,0,1,1,0,0,0,TRT,"Neslihan Acar,Osman Yağmurdereli,Üstün Asutay,Neriman Köksal,Nilgün Belgün,Meltem Ören,İlhan Daner",45,Oğuz Abadan,6.3809523809523805,5.5,2.333333333333333,0,0,0,0,Kısmen Olgun
1043,1043,Böyle mi Olacaktı,1999,Ümit Efekan,Erdoğan Tünaş,atv,"['Dram','Aile','Gençlik']",1,1,0,0,0,0,0,Erler Film,"Açelya Akkoyun,Berna Laçin,Hande Ataizi",50,Özkan Turgay,3.0,3.5,3.5,0,1,0,0,Kısmen Olgun
1044,1044,Bücür Cadı,1999,Adem Ayral ,Çetin Büyükakın,Star TV,"['Fantastik','Komedi','Dram']",0,1,1,0,0,0,0,Sezer Tanıtım,"Yunus Bülbül,Önder Açıkalın,Sezer Güvenirgil,Merve Erdoğan",25,Volkan Gücer,1.0,1.0,2.333333333333333,0,0,0,0,Başarısız
1045,1045,Çarli,1999,Bülent Özdural,Nevzat Kitapçı,Star TV,['Komedi'],0,0,1,0,0,0,0,D Productions,"Çarli,Ercan Diler,Berrin Arısoy,Melodi Bağcı,İlker Aksum,Okan Sanlıtop",40,Kadir Turnalı,1.8958333333333333,2.5,2.0,0,0,0,0,Kısmen Başarılı
1046,1046,Çılgın Bediş,1999,Yavuz Figenli,Süleyman Solmaz,Kanal D,"['Gençlik','Komedi']",0,0,1,0,0,0,0,Güneş Film,"Yonca Evcimik,Cenk Torun,Çiçek Dilligil,Selahattin Taşdöğen",40,Aykut Gürel,3.583333333333333,4.0,4.0,0,0,0,0,Başarılı
1049,1049,Eltiler,1999,Uğur Erkır,Aysel Köz,TGRT,"['Komedi','Duygusal','Aile']",1,0,1,0,0,0,1,Renk Yapım,"Sevinç Aktansel,Engin Şenkan,Betül Arım,Ayşen İnci",13,Sertaç Özgümüş,2.125,3.0,2.0,0,0,0,0,Kısmen Başarılı
1050,1050,İlişkiler,1999,Ülkü Erakalın,Filiz Terzi,atv,"['Aile','Dram']",1,1,0,0,0,0,0,Replik Ajans,"Evrim Solmaz,Ayla Oranlı,Bilal Yıkılmaz,Cengiz Sezici,Erdoğan Akduman,Gökhan Mete",45,Unknown,2.833333333333333,5.5,3.0,0,0,0,0,Başarılı
1051,1051,Kara Melek,1999,Uğur Erkır,Mahinur Ergun,Star TV,"['Macera','Dram']",0,1,0,1,0,0,0,Eylül TV,"Sanem Çelik,Ece Uslu,Mustafa Alabora,Toprak Sergen,Ziya Kürküt,Zehra Alptürk,Aliye Uzunatağan,Sevtap Çapan,Memet Ali Alabora,Şenay Gürler,Ebru Akel,Yağmur Kaşifoğlu,Zerrin Arbaş",45,Unknown,2.8385531135531137,3.0,1.625,0,1,0,0,Başarılı
1052,1052,Küçük Besleme,1999,Tunca Yönder,Sevda Aktolga,Star TV,['Dram'],0,1,0,0,0,0,0,"Yeni Yapımlar Yönder Ltd,Şti","Tomris Oğuzalp,Nur Kulakoğlu,Esmeray,Gökhan Eğilmezbaş,Kuzey Vargın",65,P. Murat Özdemir,2.7,4.5,3.0,0,0,0,0,Başarılı
1053,1053,Küçük İbo,1999,Zeynep Tor,Hüseyin Karakaş,Show TV,"['Dram','Gerilim']",0,1,0,1,0,0,0,Sedine Prodüksiyon,"İbrahim Küçük,Bülent Bilgiç,Yasemin Koşal,Levent Üzümcü,Nazan Ersan,Selen Güzel,Ceyda Ateş,Canan Kılıç,Günyol Bakoğlu,Nurhan Yılmaz,Şinasi Yurtsever,Canan Akgül,Merve Erdoğan ",45,Özkan Turgay,3.507692307692308,4.0,4.0,0,0,0,0,Başarılı
1054,1054,Mahallenin Muhtarları,1999,Oğuz Yalçın,Kandemir Konduk,Star TV,['Aile'],1,0,0,0,0,0,0,Replik Yapım,"Aydan Burhan,Erkan Can,Cihat Tamer,Işık Aras,Goncagül Sunar,Esra Akkaya,Nedret Özbek,Leman Çıdamlı,Filiz Taçbaş",40,Özkan Turgay,7.151234567901235,10.0,10.0,0,0,0,0,Olgun
1055,1055,Marziye,1999,Taner Akvardar,Nuran Devres,TGRT,['Dram'],0,1,0,0,0,0,0,Yağmur Ajans,"Kadir İnanır,Gülben Ergen",13,Ali Otyam,1.4464285714285714,2.125,1.5,0,1,0,0,Kısmen Başarılı
1056,1056,Örümcek,1999,Zeynep Tor,Hüseyin Karakaş,Show TV,"['Dram','Gerilim']",0,1,0,1,0,0,0,Sedine Prodüksiyon,"Nilüfer Kurt,İpek Tenolcay,Betül Arım,Asuman Dabak,Aykut Sözeri",55,Özkan Turgay,3.077777777777778,4.0,4.0,0,0,0,0,Başarılı
1057,1057,Ruhsar,1999,Ümmü Burhan,Gani Müjde,Kanal D,"['Fantastik','Komedi']",0,0,1,0,0,0,0,ANS Productions,"Hande Ataizi,Cem Davran",45,Özkan Turgay,2.4,2.0,1.736842105263158,0,1,0,0,Kısmen Olgun
1058,1058,Sıdıka,1999,Mahinur Ergun ,Atilla Atalay,Show TV,['Komedi'],0,0,1,0,0,0,0,Limon Yapım,"Hasibe Eren,Füsun Demirel,Ali Erkazan,Hakan Tanfer",80,Atilla Atalay,2.6333333333333337,3.0,3.0,0,0,0,0,Başarılı
1059,1059,Sırılsıklam,1999,Temel Gürsu,Arda Uskan,Show TV,"['Drama','Macera']",0,1,0,1,0,0,1,Show TV,"İbrahim Erkal,Melis Yamalıoğlu,Süleyman Turan,Engin Koç,Canan Perver,Deniz Eroğlu,Yosi Mizrahi,Eşref Kolçak,Kuzey Vargın,Engin Günay,Şener Gezgen,Burçin Terzioğlu",45,İbrahim Erkal,2.136111111111111,2.0,2.0,0,1,0,0,Kısmen Başarılı
1060,1060,Şaşıfelek Çıkmazı,1999,Mahinur Ergun,Mahinur Ergun,TRT 1,"['Dram','Komedi']",0,1,1,0,0,0,0,TRT,"Derya Alabora,Zuhal Gencer,Fikret Kuşkan,Füsun Demirel,Dilaver Uyanık,Suzan Aksoy,Mahperi Mertoğlu,Aysun Metiner,Hakan Tanfer",45,Can Atilla,2.9722222222222223,4.0,1.625,0,0,0,0,Başarılı
1061,1061,Şehnaz Tango,1999,Taner Akvardar,Oya Yüce,Star TV,"['Romantik komedi','Dram','Aşk']",0,1,1,0,0,0,1,Ar Ajans,"Perran Kutman,Erdal Özyağcılar",80,Özkan Turgay,2.825,2.125,2.0,0,0,0,0,Başarılı
1062,1062,Şeytanın Gözyaşları,1999,Levent Demirkale,Selçuk Akman,atv,"['Macera','Dram']",0,1,0,1,0,0,0,atv,"Almila Uluer,Müge Ulusoy,Yaprak Meral,Cünet uzunlar,Mutlu Polat,mehmet tepe,Mehtap Bayrı",25,Cahit Berkay,1.0,1.0,1.0,0,0,0,0,Başarısız
1063,1063,Tatlı Kaçıklar,1999,Aram Gülyüz,İhsan Aydın,atv,['Durum komedisi'],0,0,1,0,0,0,0,Erler Film,"Mehmet Ali Erbil,Yalçın Menteş,Buket Dereoğlu,Neslihan Yeldan,Pelin Körmükçü,İsmet Ay,Erol Günaydın,Meltem Cumbul,Kayhan Yıldızoğlu,Ümit Okur,Dursun Ali Sarıoğlu,Yıldız Kaplan",40,Özkan Turgay,4.201388888888888,3.0,5.0,0,1,0,0,Kısmen Olgun
1065,1065,Yılan Hikâyesi,1999,Nihat Durak,Tayfun Güneyer,Kanal D,"['Dram','Komedi','Polisiye']",0,1,1,1,1,0,0,Yağmur Ajans,"Meltem Cumbul,Memet Ali Alabora",55,Unknown,2.708333333333333,2.6666666666666665,1.6666666666666667,1,1,1,1,Başarılı
