Unnamed: 0.1,Unnamed: 0,Dizi İsimleri,Yapım Yılı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Başrollerin Sezon Ortalaması,Yönetmen Sezon Ortalaması,Senarist Sezon Ortalaması,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Ödüllü Dizi,Sonuç
958,958,7 Numara,2005,Sadullah Celen,Nuray Uslu,TRT 1,"['Gençlik','Komedi']",0,0,1,0,0,0,0,TRT,"Şebnem Sönmez,Engin Alkan,Tuba Erdem,Okan Selvi,Ayça Mutlugil,Nuray Uslu,Gülden Güney,Volkan Girgin",45,Serdar Kalafatoğlu,2.6,1.3846153846153846,2.5,0,0,0,0,Başarılı
959,959,Acı Hayat,2003,Abdülkadir Ceylan Ede,Aybars Bora Kahyaoğlu ,Show TV,"['Dram','Aksiyon']",0,1,0,1,0,0,0,Sinegraf,"Kenan İmirzalıoğlu,Selin Demiratar,Oğuz Galeli,Ebru Kocaağa,Ahmet Yenilmez,Murat Soydan,Meral Orhonsay,Ferdi Merter,Anta Toros",90,Aytuğ Yargıç,1.7711640211640212,1.5,1.5,0,1,0,0,Kısmen Başarılı
960,960,Alacakaranlık,2005,Yağmur Taylan,Sulhi Dölek,Show TV,"['Polisiye','Macera','Gerilim','Aksiyon']",0,0,0,1,1,0,0,Paranoya TV,"Uğur Yücel,Kenan İmirzalıoğlu",80,Aytuğ Yargıç,1.8246753246753245,2.0,2.333333333333333,0,1,0,0,Kısmen Başarılı
961,961,Aliye,2002,Kudret Sabancı,Şebnem Çitak,atv,['Dram'],0,1,0,0,0,0,0,TMC Film,"Sanem Çelik,Nejat İşler,Halit Ergenç",83,Kıraç,2.444444444444444,2.1666666666666665,2.5,0,1,0,0,Başarılı
962,962,Asmalı Konak,2005,Çağan Irmak,Mahinur Ergun,atv,"['Dram','Duygusal']",0,1,0,0,0,0,1,D Productions,"Özcan Deniz,Nurgül Yeşilçay,Selda Alkor",60,Tolga Kılıç,1.5972222222222223,1.2857142857142858,1.625,0,1,1,1,Kısmen Başarılı
963,963,Aşk Oyunu,2005,Bülent İşbilen,Meriç Demiray,atv,['Dram'],0,0,0,0,0,0,0,Med yapım,"Yasemin Ergene,Keremcem Dürük,Kuzey Vargıın,Gönen Bozbey",83,Yunus Adak,1.875,1.2727272727272727,1.3333333333333333,0,0,0,0,Kısmen Başarılı
964,964,Aşka Sürgün,2005,Cemal Şan,Pınar Ordu,atv,"['Drama','Macera']",0,1,0,1,0,0,1,Sis Yapım,"Mahsun Kırmızıgül,Beren Saat",90,Erol Mutlu,2.071428571428571,1.4444444444444444,2.5,0,1,0,0,Kısmen Başarılı
965,965,Aşkım Aşkım,2001,Filiz Kaynak,Tayfun Güneyer,Kanal D,['Komedi'],0,0,1,0,0,0,0,Yağmur Ajans,"Emel Sayın,Mehmet Ali Erbil,Doğa Rutkay,Engin Günaydın,Günay Karacaoğlu,Ayumi Takano",84,Ali Otyam,1.3819444444444444,1.0,1.6666666666666667,0,1,1,1,Başarısız
966,966,Avrupa Yakası,2005,Jale Atabey,Gülse Birsel,atv,['Durum komedisi'],0,0,1,0,0,0,0,Plato Film,"Gazanfer Özcan,Hümeyra Müşfik Kenter,Gönül Ülkü,Ata Demirer,Gülse Birsel,Engin Günaydın",90,Cenk Durmazel,5.111111111111111,3.0,4.333333333333333,0,1,1,1,Kısmen Olgun
967,967,Bayanlar Baylar,2005,Erdoğan Engin,Gani Müjde,Kanal D,['Komedi'],0,0,1,0,0,0,0,ANS Productions,"Oktay Kaynarca,Hande Ataizi,Günay Karacaoğlu,Yavuz Bingöl,Levent Üzümcü,Aşkın Nur Yengi,Belma Canciğer",84,Fikret Alper,1.9416666666666669,1.5,1.736842105263158,0,1,0,0,Başarısız
968,968,Belalı Baldız,2005,Fatih Aksoy,Haluk Özenç,atv,"['Komedi','Aile']",1,0,1,0,0,0,0,Medyapım,"Nurgül Yeşilçay,Berna Laçin,Kenan Işık,Mehmet Aslan,Cemre Özer,Sedef Şahin,Raffaele Cedolini,Selin Denizli",60,Hakan Özer,1.3489583333333337,1.6666666666666667,1.6666666666666667,0,0,0,0,Başarısız
969,969,Berivan,2002,Melih Gülgen,Sermiyan Midyat,Kanal D,['Dram'],0,1,0,0,0,0,0,Gold Film,"Bora Sivri,Hülya Uğur,Rıdvan Çelebi,Ayberk Aladar",84,Aydın Kara,2.0,2.0,2.0,0,0,0,0,Kısmen Başarılı
970,970,Beşinci Boyut,2005,Hasan Kıraç,Onur Ünlü,Samanyolu TV,"['Dram','Dini']",0,1,0,0,0,0,0,Ser Film,"Cengiz Toraman,Doğan Turan",80,Aria,5.0,3.0,2.1666666666666665,0,0,0,0,Kısmen Olgun
971,971,Beyaz Gelincik,2005,Güzide Balcı,Sulhi Dölek,atv,['Dram'],0,1,0,0,0,0,0,TMC,"Erkan Petekkaya,Sezin Akbaşoğulları,Altan Erkekli,Mehmet Günsür,İsmail Hacıoğlu,Rana Cabbar",83,Kıraç,1.7122557997558,1.3333333333333333,2.333333333333333,0,1,0,0,Kısmen Başarılı
972,972,Bir İstanbul Masalı,2003,Ömür Atay,Sertaç Ergin,atv,"['Aşk','Drama']",0,1,0,0,0,0,1,TMC,"Mehmet Aslantuğ,Ahu Türkpençe,Çetin Tekindor,Altan Erkekli,Arsen Gürzap,Vahide Perçin,İsmail Hacıoğlu,Ozan Güven",75,Kıraç,1.7108630952380952,1.2,2.0,0,1,0,0,Kısmen Başarılı
973,973,Bizim Evin Halleri,2000,Tülay Eratalay,Tolga Aydoğan,TRT 1,"['Aile','Komedi','Duygusal','Dram']",1,1,1,0,0,0,1,TRTFocus Film,"Beyhan Saran,Meral Niron,Emel Göksu,Ayşe Nil Şamlıoğlu,Şahap Sayılgan,Nusret Çetinel,Pervin Ünalp",74,Can Atilla,8.0,10.0,10.0,0,0,0,0,Olgun
