Unnamed: 0.1,Unnamed: 0,Dizi İsimleri,Yapım Yılı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Başrollerin Sezon Ortalaması,Yönetmen Sezon Ortalaması,Senarist Sezon Ortalaması,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Ödüllü Dizi,Sonuç
911,911,Acemi Cadı,2006,Feride Kaytan,Gamze Özer,Kanal D,"['Fantastik','Komedi']",0,0,1,0,0,0,0,D Productions,"Merve Boluğur,Şenay Gürler,Nergis Kumbasar,Çağkan Çulha",60,Murat Evgin,1.9023809523809525,1.2222222222222223,1.9090909090909087,0,0,0,0,Kısmen Başarılı
912,912,Adak,2006,Adnan Güler,Gamze Özer,Show TV,['Drama'],0,1,0,0,0,0,1,Gold Film,"Emrah,Hande Subaşı",80,Ali Otyam,1.625,1.6,1.9090909090909087,0,0,0,0,Başarısız
913,913,Ah Polis Olsam,2006,Şahin Alparslan,İnan Güngören,Kanal D,"['Aksiyon','Komedi','Polisiye']",0,0,1,1,1,0,0,Plato Film,"Şafak Sezer,Atilla Ercan,Cem Kılıç,Öykü Serter",84,Unknown,1.14375,1.0,1.0,0,0,0,0,Başarısız
914,914,Arka Sokaklar,2006,Orhan Oğuz,Ahmet Yurdakul,Kanal D,"['Polisiye','Aksiyon','Dram','Komedi']",0,1,1,1,1,0,0,Erler Film,"Zafer Ergin,Özgür Ozan,İlker İnanoğlu,Ozan Çobanoğlu,Özlem Çınar,Oya Okar,Şevket Çoruh",135,Murat Evgin,8.52142857142857,4.4,3.555555555555556,0,0,0,0,Olgun
915,915,Aşk Yolu,2006,Çagatay Tosun,Mine Baysan,atv,['Dram'],0,1,0,0,0,0,0,Sis Yapım,"Bülent İnal,Serap Aksoy,Tuba Büyüküstün,Teoman Kumbaracıbaşı",90,Nail Yurtsever,1.3181818181818183,1.0,1.0,0,0,0,0,Başarısız
916,916,Azap Yolu,2006,Orhan Oğuz,Can Sinan,atv,"['Dram','Aksiyon']",0,1,0,1,0,0,0,Unknown,"Kadir İnanır,Engin Şenkan,Miraç Eronat,Melisa Sözen",83,Taner Ayan,1.4107142857142858,4.4,1.375,0,1,0,0,Başarısız
917,917,Bebeğim,2006,Muharrem Gülmez,Gökhan Horzum,atv,['Dram'],0,1,0,0,0,0,0,BKM film,"Barış Falay,Fırat Doğruloğlu,Dolunay Soysert",83,Unknown,1.388888888888889,1.0,1.5,0,0,0,0,Başarısız
918,918,Binbir Gece,2006,Kudret Sabancı,Yıldız Tunç,Kanal D,['Dram'],0,1,0,0,0,0,0,TMC,"Halit Ergenç,Bergüzar Korel,Tardu Flordun,Ceyda Düvenci,Tomris İncer,Metin Çekmez",90,Unknown,2.1218253968253964,2.1666666666666665,2.0,0,1,1,1,Başarılı
919,919,Candan Öte,2006,Yasemin Türkmenli,Deniz Akçay,Star TV,['Dram'],0,1,0,0,0,0,0,Gold Film,"Naz Elmas,Ataç Arman,Rojda Demirer,Nebahat Çehre",80,Unknown,1.5535714285714288,1.0,1.4285714285714286,0,0,0,0,Başarısız
920,920,Cemile,2006,Özer Kızıltan,Mine Baysan,Show TV,['Dram'],0,1,0,0,0,0,0,Limon Film,"Türkan Şoray,Bulut Aras,Selim Erdoğan,Ali Atay",90,Tamer Çıray,1.880952380952381,1.25,1.0,0,1,0,0,Başarısız
