Unnamed: 0.1,Unnamed: 0,Dizi İsimleri,Yapım Yılı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Başrollerin Sezon Ortalaması,Yönetmen Sezon Ortalaması,Senarist Sezon Ortalaması,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Ödüllü Dizi,Sonuç
961,961,Aliye,2002,Kudret Sabancı,Şebnem Çitak,atv,['Dram'],0,1,0,0,0,0,0,TMC Film,"Sanem Çelik,Nejat İşler,Halit Ergenç",83,Kıraç,2.444444444444444,2.1666666666666665,2.5,0,1,0,0,Başarılı
965,965,Aşkım Aşkım,2001,Filiz Kaynak,Tayfun Güneyer,Kanal D,['Komedi'],0,0,1,0,0,0,0,Yağmur Ajans,"Emel Sayın,Mehmet Ali Erbil,Doğa Rutkay,Engin Günaydın,Günay Karacaoğlu,Ayumi Takano",84,Ali Otyam,1.3819444444444444,1.0,1.6666666666666667,0,1,1,1,Başarısız
969,969,Berivan,2002,Melih Gülgen,Sermiyan Midyat,Kanal D,['Dram'],0,1,0,0,0,0,0,Gold Film,"Bora Sivri,Hülya Uğur,Rıdvan Çelebi,Ayberk Aladar",84,Aydın Kara,2.0,2.0,2.0,0,0,0,0,Kısmen Başarılı
973,973,Bizim Evin Halleri,2000,Tülay Eratalay,Tolga Aydoğan,TRT 1,"['Aile','Komedi','Duygusal','Dram']",1,1,1,0,0,0,1,TRTFocus Film,"Beyhan Saran,Meral Niron,Emel Göksu,Ayşe Nil Şamlıoğlu,Şahap Sayılgan,Nusret Çetinel,Pervin Ünalp",74,Can Atilla,8.0,10.0,10.0,0,0,0,0,Olgun
982,982,Çocuklar Duymasın,2002,Raşit Çelikezer ,Birol Güven,atv,"['Aile','Durum komedisi']",1,0,1,0,0,0,0,Protel Yapım,"Tamer Karadağlı,Pınar Altuğ,Volkan Severcan,Zeyno Günenç,Öykü Güven",120,Unknown,1.880952380952381,3.0,1.6363636363636365,0,1,0,0,Başarılı
986,986,Dikkat Bebek Var,2000,Haluk Bener,Özgür Evren Heptürk,TRT 1,"['Dram','Komedi']",0,1,1,0,0,0,0,TRT,"Kaan Girgin,Ceyda Düvenci,Kerem Kupacı,Nihal Menzil",74,Erdem Özyılmaz,1.7202380952380951,2.0,1.25,0,0,0,0,Kısmen Başarılı
987,987,Ekmek Teknesi,2002,Osman Sınav,Hasan Kaçan,atv,"['Komedi','Dram']",0,1,1,0,0,0,0,Sinegraf,"Savaş Dinçel,Sermin Hürmeriç,Hasan Kaçan,Kadir Çöpdemir,Ahmet Yenilmez",60,İncesaz,2.41,3.0,1.4,1,0,0,0,Başarılı
990,990,En Son Babalar Duyar,2000,Sibel Kocataş,Necmi Yapıcı,TRT 1,"['Durum komedisi','Aile','Dram']",1,1,1,0,0,0,0,Mint Prodüksiyon,"Ayşegül Atik,Ali Erkazan,Levent Ülgen,Hatice Aslan",74,Erdem Özyılmaz,2.2472222222222222,3.6666666666666665,5.0,0,0,0,0,Kısmen Olgun
992,992,Evdeki Yabancı,2000,Ümmü Burhan,Nuran Devres,Kanal D,"['Komedi','Aile']",1,0,1,0,0,0,0,Ans Productions,"Berna Laçin,Tardu Flordun,Oya Aydoğan,Aliye Uzunatağan,Alp Öyken",84,Fikret Alper,1.96,2.0,1.5,0,0,0,0,Kısmen Başarılı
1003,1003,İyi Aile Robotu,2002,Yücel Uçanoğlu,Fatih Solmaz,Kanal 7,"['Aile','Komedi']",1,0,1,0,0,0,0,Kanal 7,"Taylan Erler,Tomris Oğuzalp,Selda Özbek",54,Bora Ebeoğlu,1.3333333333333333,1.0,1.0,0,0,0,0,Başarısız
1007,1007,Kınalı Kar,2002,Taner Akvardar,Gamze Özer ,Kanal D,['Dram'],0,1,0,0,0,0,0,Yağmur Ajans,"Emrah,Özlem Conker,Engin Şenkan,Mustafa Avkıran",60,Ali Otyam,2.270833333333333,2.125,3.0,0,0,1,1,Başarılı
